country,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_vaccinations_per_hundred,total_cases,total_deaths
Europe,2020-01-04,0.0,0.0,0.0,2.0,0.0
Europe,2020-01-05,0.0,0.0,0.0,1.0,3.0
Europe,2020-01-06,0.0,0.0,0.0,1.0,3.0
Europe,2020-01-07,0.0,0.0,0.0,1.0,3.0
Europe,2020-01-08,0.0,0.0,0.0,2.0,3.0
Europe,2020-01-09,0.00066853396,0.00066853396,0.0,2.0,3.0
Europe,2020-01-10,0.0005730291,0.0005730291,0.0,2.0,3.0
Europe,2020-01-11,0.0001910097,0.0005730291,0.0,2.0,3.0
Europe,2020-01-12,0.0001910097,0.0,0.0,2.0,3.0
Europe,2020-01-13,0.0001910097,0.0,0.0,2.0,3.0
Europe,2020-01-14,0.0001910097,0.0,0.0,2.0,3.0
Europe,2020-01-15,0.0,0.0,0.0,2.0,3.0
Europe,2020-01-16,0.0,0.0,0.0,2.0,3.0
Europe,2020-01-17,0.0,0.0,0.0,2.0,3.0
Europe,2020-01-18,0.0,0.0,0.0,2.0,3.0
Europe,2020-01-19,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-20,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-21,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-22,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-23,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-24,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-25,0.0003820194,0.0,0.0,4.0,3.0
Europe,2020-01-26,0.0009550485,0.0005730291,0.0,9.0,6.0
Europe,2020-01-27,0.0009550485,0.0005730291,0.0,9.0,6.0
Europe,2020-01-28,0.0009550485,0.0005730291,0.0,9.0,6.0
Europe,2020-01-29,0.0009550485,0.0005730291,0.0,9.0,6.0
Europe,2020-01-30,0.0011460582,0.0005730291,0.0,10.0,6.0
Europe,2020-01-31,0.0017190874,0.0005730291,0.0,13.0,6.0
Europe,2020-02-01,0.0022921164,0.0007640388,0.0,16.0,7.0
Europe,2020-02-02,0.0040112035,0.0007640388,0.0,30.0,10.0
Europe,2020-02-03,0.0040112035,0.0007640388,0.0,30.0,10.0
Europe,2020-02-04,0.0042022136,0.0009550485,0.0,31.0,11.0
Europe,2020-02-05,0.008022407,0.0009550485,0.0,51.0,11.0
Europe,2020-02-06,0.0078313975,0.0009550485,0.0,51.0,11.0
Europe,2020-02-07,0.0074493783,0.0009550485,0.0,52.0,11.0
Europe,2020-02-08,0.0068763494,0.0007640388,0.0,52.0,11.0
Europe,2020-02-09,0.010314524,0.0001910097,0.0,84.0,11.0
Europe,2020-02-10,0.010887553,0.0001910097,0.0,87.0,11.0
Europe,2020-02-11,0.010887553,0.0,0.0,88.0,11.0
Europe,2020-02-12,0.0074493783,0.0,0.0,90.0,11.0
Europe,2020-02-13,0.008213418,0.0,0.0,94.0,11.0
Europe,2020-02-14,0.008213418,0.0,0.0,95.0,11.0
Europe,2020-02-15,0.008404427,0.0,0.0,96.0,11.0
Europe,2020-02-16,0.0040112035,0.0001910097,0.0,105.0,12.0
Europe,2020-02-17,0.0034381747,0.0001910097,0.0,105.0,12.0
Europe,2020-02-18,0.003247165,0.0001910097,0.0,105.0,12.0
Europe,2020-02-19,0.0030561553,0.0001910097,0.0,106.0,12.0
Europe,2020-02-20,0.0022921164,0.0001910097,0.0,106.0,12.0
Europe,2020-02-21,0.0021011068,0.0001910097,0.0,106.0,12.0
Europe,2020-02-22,0.0047752424,0.0001910097,0.0,121.0,12.0
Europe,2020-02-23,0.018909961,0.0005730291,0.0,204.0,15.0
Europe,2020-02-24,0.029224485,0.0009550485,0.0,258.0,17.0
Europe,2020-02-25,0.049089495,0.0017190874,0.0,362.0,21.0
Europe,2020-02-26,0.06742643,0.0022921164,0.0,459.0,24.0
Europe,2020-02-27,0.08614538,0.0026741358,0.0,557.0,26.0
Europe,2020-02-28,0.13771799,0.0036291843,0.0,827.0,31.0
Europe,2020-02-29,0.18871759,0.004393223,0.0,1109.0,35.0
Europe,2020-03-01,0.2851775,0.0055392813,0.0,1697.0,44.0
Europe,2020-03-02,0.3896598,0.00630332,0.0,2298.0,50.0
Europe,2020-03-03,0.45460308,0.008977456,0.0,2742.0,68.0
Europe,2020-03-04,0.55392814,0.0139437085,0.0,3359.0,97.0
Europe,2020-03-05,0.69470227,0.018909961,0.0,4194.0,125.0
Europe,2020-03-06,0.84044266,0.026359338,0.0,5227.0,169.0
Europe,2020-03-07,1.0016549,0.035336796,0.0,6353.0,220.0
Europe,2020-03-08,1.7569072,0.048707474,0.0,10895.0,299.0
Europe,2020-03-09,2.008085,0.073538736,0.0,12811.0,435.0
Europe,2020-03-10,2.4323175,0.08958355,0.0,15476.0,537.0
Europe,2020-03-11,2.7195961,0.117661975,0.0,17597.0,713.0
Europe,2020-03-12,3.271614,0.15242574,0.0,21322.0,923.0
Europe,2020-03-13,3.9540918,0.18394235,0.0,25928.0,1132.0
Europe,2020-03-14,4.604289,0.22672851,0.0,30458.0,1407.0
Europe,2020-03-15,8.727042,0.37189588,0.0,56584.0,2246.0
Europe,2020-03-16,9.355273,0.42461458,0.0,61789.0,2658.0
Europe,2020-03-17,9.971852,0.48325455,0.0,67682.0,3067.0
Europe,2020-03-18,10.789756,0.5329171,0.0,74085.0,3503.0
Europe,2020-03-19,11.546727,0.60339963,0.0,81773.0,4082.0
Europe,2020-03-20,12.371698,0.6715901,0.0,90698.0,4648.0
Europe,2020-03-21,13.489869,0.77091515,0.0,101082.0,5443.0
Europe,2020-03-22,23.210735,1.5517628,0.0,178100.0,10370.0
Europe,2020-03-23,23.963314,1.6424924,0.0,187245.0,11257.0
Europe,2020-03-24,24.68896,1.7358961,0.0,196937.0,12155.0
Europe,2020-03-25,25.895758,1.8652097,0.0,209658.0,13268.0
Europe,2020-03-26,26.865515,1.9717932,0.0,222423.0,14405.0
Europe,2020-03-27,27.868889,2.0999606,0.0,236601.0,15642.0
Europe,2020-03-28,28.814386,2.2535324,0.0,251935.0,17241.0
Europe,2020-03-29,38.440895,3.5778027,0.0,379351.0,29101.0
Europe,2020-03-30,39.02844,3.7067342,0.0,391572.0,30663.0
Europe,2020-03-31,39.502144,3.8679464,0.0,403744.0,32405.0
Europe,2020-04-01,39.939747,4.0241923,0.0,418756.0,34336.0
Europe,2020-04-02,40.392822,4.1823483,0.0,433893.0,36301.0
Europe,2020-04-03,40.80674,4.365718,0.0,450238.0,38498.0
Europe,2020-04-04,41.014748,4.493121,0.0,466661.0,40764.0
Europe,2020-04-05,38.151703,5.126509,0.0,579088.0,55940.0
Europe,2020-04-06,38.34997,5.252576,0.0,592347.0,58162.0
Europe,2020-04-07,38.476612,5.37826,0.0,605182.0,60562.0
Europe,2020-04-08,38.776688,5.459821,0.0,621765.0,62920.0
Europe,2020-04-09,39.300438,5.5620117,0.0,639644.0,65420.0
Europe,2020-04-10,39.437008,5.6617184,0.0,656704.0,68139.0
Europe,2020-04-11,39.623245,5.707179,0.0,674102.0,70643.0
Europe,2020-04-12,35.598095,5.4808326,0.0,765456.0,84634.0
Europe,2020-04-13,35.96407,5.515787,0.0,780631.0,87039.0
Europe,2020-04-14,36.100643,5.5371804,0.0,794181.0,89551.0
Europe,2020-04-15,35.86914,5.5581913,0.0,809552.0,92019.0
Europe,2020-04-16,35.612614,5.5442476,0.0,826088.0,94446.0
Europe,2020-04-17,36.094147,5.493057,0.0,845669.0,96897.0
Europe,2020-04-18,36.551235,5.4865627,0.0,865460.0,99367.0
Europe,2020-04-19,33.07944,4.9183087,0.0,938638.0,110383.0
Europe,2020-04-20,33.327374,4.8711295,0.0,955111.0,112541.0
Europe,2020-04-21,33.70557,4.7909055,0.0,970641.0,114633.0
Europe,2020-04-22,34.054546,4.740479,0.0,987839.0,116837.0
Europe,2020-04-23,34.359207,4.6621647,0.0,1005970.0,118854.0
Europe,2020-04-24,34.241356,4.5968394,0.0,1024934.0,120963.0
Europe,2020-04-25,34.186535,4.4999976,0.0,1044438.0,122926.0
Europe,2020-04-26,31.131144,3.9477885,0.0,1101620.0,131051.0
Europe,2020-04-27,31.041368,3.837003,0.0,1117623.0,132629.0
Europe,2020-04-28,31.206402,3.7581158,0.0,1134017.0,134308.0
Europe,2020-04-29,31.022268,3.6660492,0.0,1150251.0,136030.0
Europe,2020-04-30,31.07002,3.583724,0.0,1168632.0,137616.0
Europe,2020-05-01,31.131716,3.4719834,0.0,1187919.0,139140.0
Europe,2020-05-02,31.299423,3.365591,0.0,1208301.0,140546.0
Europe,2020-05-03,28.819353,2.8844376,0.0,1252499.0,146152.0
Europe,2020-05-04,29.413584,2.817584,0.0,1271613.0,147380.0
Europe,2020-05-05,29.461145,2.736596,0.0,1288256.0,148635.0
Europe,2020-05-06,30.160624,2.6546528,0.0,1308152.0,149928.0
Europe,2020-05-07,30.324127,2.6112936,0.0,1327389.0,151287.0
Europe,2020-05-08,30.429182,2.5650692,0.0,1347226.0,152569.0
Europe,2020-05-09,30.263386,2.536991,0.0,1366740.0,153828.0
Europe,2020-05-10,29.287708,2.2191508,0.0,1405830.0,157770.0
Europe,2020-05-11,28.947903,2.1864882,0.0,1423165.0,158827.0
Europe,2020-05-12,28.794521,2.1393087,0.0,1439005.0,159835.0
Europe,2020-05-13,28.76587,2.068253,0.0,1458751.0,160756.0
Europe,2020-05-14,28.270391,1.9870739,0.0,1475394.0,161690.0
Europe,2020-05-15,27.971842,1.9360744,0.0,1493668.0,162705.0
Europe,2020-05-16,27.345713,1.891378,0.0,1509904.0,163730.0
Europe,2020-05-17,26.249508,1.6640766,0.0,1543255.0,166482.0
Europe,2020-05-18,25.62758,1.6172792,0.0,1557334.0,167294.0
Europe,2020-05-19,25.284336,1.5666616,0.0,1571377.0,168037.0
Europe,2020-05-20,24.4395,1.554246,0.0,1586700.0,168893.0
Europe,2020-05-21,24.496231,1.5315158,0.0,1603640.0,169708.0
Europe,2020-05-22,23.938864,1.4912127,0.0,1618996.0,170512.0
Europe,2020-05-23,23.60345,1.4390671,0.0,1633476.0,171264.0
Europe,2020-05-24,23.460958,1.3152928,0.0,1666081.0,173368.0
Europe,2020-05-25,23.330307,1.2627652,0.0,1679476.0,173905.0
Europe,2020-05-26,23.123825,1.2524506,0.0,1692438.0,174594.0
Europe,2020-05-27,22.751165,1.2102375,0.0,1705810.0,175229.0
Europe,2020-05-28,22.201248,1.1876984,0.0,1719871.0,175926.0
Europe,2020-05-29,21.9367,1.1689794,0.0,1733842.0,176632.0
Europe,2020-05-30,21.86488,1.1535076,0.0,1747946.0,177303.0
Europe,2020-05-31,21.422312,1.080733,0.0,1778234.0,179026.0
Europe,2020-06-01,21.254795,1.084362,0.0,1790752.0,179582.0
Europe,2020-06-02,21.174381,1.0591488,0.0,1803293.0,180139.0
Europe,2020-06-03,21.111538,1.0411938,0.0,1816336.0,180680.0
Europe,2020-06-04,21.06073,1.0175086,0.0,1830131.0,181253.0
Europe,2020-06-05,20.98108,0.984464,0.0,1843685.0,181786.0
Europe,2020-06-06,20.95472,0.96708214,0.0,1857651.0,182366.0
Europe,2020-06-07,20.629238,0.8795997,0.0,1886235.0,183631.0
Europe,2020-06-08,20.8298,0.85228527,0.0,1899803.0,184044.0
Europe,2020-06-09,20.803057,0.84177977,0.0,1912204.0,184546.0
Europe,2020-06-10,20.746328,0.84559995,0.0,1924950.0,185107.0
Europe,2020-06-11,20.722834,0.8287911,0.0,1938622.0,185592.0
Europe,2020-06-12,20.830753,0.8201957,0.0,1952741.0,186080.0
Europe,2020-06-13,20.719969,0.7835218,0.0,1966127.0,186468.0
Europe,2020-06-14,20.93218,0.7403536,0.0,1995822.0,187507.0
Europe,2020-06-15,20.645283,0.73194915,0.0,2007888.0,187876.0
Europe,2020-06-16,20.55379,0.7206796,0.0,2019810.0,188319.0
Europe,2020-06-17,20.549015,0.69584835,0.0,2032531.0,188750.0
Europe,2020-06-18,20.475285,0.6866799,0.0,2045817.0,189187.0
Europe,2020-06-19,20.281982,0.68400574,0.0,2058924.0,189661.0
Europe,2020-06-20,20.18514,0.68362373,0.0,2071803.0,190047.0
Europe,2020-06-21,20.35132,0.64121956,0.0,2102368.0,190864.0
Europe,2020-06-22,20.115614,0.6244107,0.0,2113200.0,191145.0
Europe,2020-06-23,19.918682,0.6016806,0.0,2124091.0,191469.0
Europe,2020-06-24,19.681831,0.58582675,0.0,2135572.0,191817.0
Europe,2020-06-25,19.546022,0.5585124,0.0,2148147.0,192111.0
Europe,2020-06-26,19.249767,0.5373103,0.0,2159703.0,192474.0
Europe,2020-06-27,18.965734,0.5375013,0.0,2171095.0,192861.0
Europe,2020-06-28,18.845972,0.5015915,0.0,2201033.0,193490.0
Europe,2020-06-29,18.69622,0.5004454,0.0,2211081.0,193765.0
Europe,2020-06-30,18.532717,0.4979623,0.0,2221116.0,194076.0
Europe,2020-07-01,18.363863,0.5063667,0.0,2231713.0,194468.0
Europe,2020-07-02,18.000372,0.5132431,0.0,2242385.0,194798.0
Europe,2020-07-03,17.87679,0.51075995,0.0,2253294.0,195148.0
Europe,2020-07-04,17.744038,0.5006364,0.0,2263991.0,195482.0
Europe,2020-07-05,17.562769,0.5063667,0.0,2292980.0,196141.0
Europe,2020-07-06,17.479488,0.50522065,0.0,2302592.0,196410.0
Europe,2020-07-07,17.320759,0.50884986,0.0,2311796.0,196740.0
Europe,2020-07-08,17.213985,0.50120944,0.0,2321834.0,197092.0
Europe,2020-07-09,17.218761,0.49949038,0.0,2332531.0,197413.0
Europe,2020-07-10,17.147705,0.49490613,0.0,2343068.0,197739.0
Europe,2020-07-11,17.19603,0.4966252,0.0,2354018.0,198082.0
Europe,2020-07-12,17.792171,0.4861197,0.0,2386128.0,198686.0
Europe,2020-07-13,17.80115,0.47465912,0.0,2395787.0,198895.0
Europe,2020-07-14,17.758936,0.46950185,0.0,2404770.0,199198.0
Europe,2020-07-15,17.807835,0.46090642,0.0,2415064.0,199505.0
Europe,2020-07-16,17.792936,0.45555815,0.0,2425683.0,199798.0
Europe,2020-07-17,17.8638,0.4565132,0.0,2436591.0,200129.0
Europe,2020-07-18,17.80478,0.43626615,0.0,2447232.0,200366.0
Europe,2020-07-19,19.06869,0.42270446,0.0,2485959.0,200899.0
Europe,2020-07-20,19.070026,0.41926628,0.0,2495625.0,201090.0
Europe,2020-07-21,19.103836,0.41047984,0.0,2504785.0,201347.0
Europe,2020-07-22,19.191126,0.41028884,0.0,2515536.0,201653.0
Europe,2020-07-23,19.285294,0.40494058,0.0,2526648.0,201918.0
Europe,2020-07-24,19.418047,0.39634514,0.0,2538251.0,202204.0
Europe,2020-07-25,19.596832,0.40112036,0.0,2549828.0,202466.0
Europe,2020-07-26,21.384682,0.4097158,0.0,2597915.0,203044.0
Europe,2020-07-27,21.46185,0.40876076,0.0,2607985.0,203230.0
Europe,2020-07-28,21.586388,0.41181692,0.0,2617797.0,203503.0
Europe,2020-07-29,21.70768,0.40856975,0.0,2629183.0,203792.0
Europe,2020-07-30,21.867937,0.40627763,0.0,2641134.0,204045.0
Europe,2020-07-31,22.004128,0.41009784,0.0,2653450.0,204351.0
Europe,2020-08-01,22.023037,0.40112036,0.0,2665126.0,204566.0
Europe,2020-08-02,24.208378,0.4093338,0.0,2724654.0,205187.0
Europe,2020-08-03,24.194054,0.413536,0.0,2734649.0,205395.0
Europe,2020-08-04,24.127008,0.4099068,0.0,2744110.0,205649.0
Europe,2020-08-05,24.208378,0.4093338,0.0,2755922.0,205935.0
Europe,2020-08-06,24.271412,0.4112439,0.0,2768203.0,206198.0
Europe,2020-08-07,24.283064,0.40436754,0.0,2780580.0,206468.0
Europe,2020-08-08,24.481905,0.41315398,0.0,2793297.0,206729.0
Europe,2020-08-09,27.517431,0.43588415,0.0,2868717.0,207469.0
Europe,2020-08-10,27.590014,0.43225494,0.0,2879092.0,207658.0
Europe,2020-08-11,27.575306,0.43149093,0.0,2888476.0,207908.0
Europe,2020-08-12,27.702902,0.4307269,0.0,2900956.0,208190.0
Europe,2020-08-13,27.807383,0.43034485,0.0,2913784.0,208451.0
Europe,2020-08-14,27.881685,0.4312999,0.0,2926550.0,208726.0
Europe,2020-08-15,27.92218,0.43187293,0.0,2939479.0,208990.0
Europe,2020-08-16,32.115036,0.47313103,0.0,3036850.0,209946.0
Europe,2020-08-17,32.06289,0.4708389,0.0,3046952.0,210123.0
Europe,2020-08-18,32.018192,0.47141194,0.0,3056102.0,210376.0
Europe,2020-08-19,31.87035,0.4630075,0.0,3067808.0,210614.0
Europe,2020-08-20,31.900148,0.45918733,0.0,3080792.0,210855.0
Europe,2020-08-21,31.984575,0.45020986,0.0,3094000.0,211083.0
Europe,2020-08-22,32.191437,0.44963685,0.0,3108012.0,211344.0
Europe,2020-08-23,37.050915,0.4355021,0.0,3230824.0,212226.0
Europe,2020-08-24,37.21423,0.43626615,0.0,3241781.0,212407.0
Europe,2020-08-25,37.454903,0.43321002,0.0,3252191.0,212644.0
Europe,2020-08-26,37.604843,0.43932232,0.0,3264682.0,212914.0
Europe,2020-08-27,37.72919,0.4448616,0.0,3278317.0,213184.0
Europe,2020-08-28,37.91581,0.44543463,0.0,3292502.0,213415.0
Europe,2020-08-29,37.928795,0.43817624,0.0,3306582.0,213638.0
Europe,2020-08-30,42.342648,0.47771525,0.0,3452502.0,214727.0
Europe,2020-08-31,42.54951,0.4761872,0.0,3464542.0,214900.0
Europe,2020-09-01,42.639286,0.47523212,0.0,3475422.0,215132.0
Europe,2020-09-02,42.666985,0.4765692,0.0,3488058.0,215409.0
Europe,2020-09-03,42.977947,0.47370407,0.0,3503321.0,215664.0
Europe,2020-09-04,43.449932,0.47981638,0.0,3519977.0,215927.0
Europe,2020-09-05,44.112926,0.48115343,0.0,3537528.0,216157.0
Europe,2020-09-06,48.92427,0.511906,0.0,3708637.0,217407.0
Europe,2020-09-07,49.30075,0.50923187,0.0,3722648.0,217566.0
Europe,2020-09-08,49.87225,0.5096139,0.0,3736520.0,217800.0
Europe,2020-09-09,50.843536,0.5086588,0.0,3754241.0,218072.0
Europe,2020-09-10,51.446552,0.511906,0.0,3772661.0,218344.0
Europe,2020-09-11,51.929615,0.5061757,0.0,3791846.0,218577.0
Europe,2020-09-12,52.385746,0.5086588,0.0,3811785.0,218820.0
Europe,2020-09-13,58.344296,0.5592764,0.0,4014089.0,220335.0
Europe,2020-09-14,58.719437,0.56424266,0.0,4030064.0,220520.0
Europe,2020-09-15,58.949223,0.57169205,0.0,4045139.0,220793.0
Europe,2020-09-16,59.519577,0.58066946,0.0,4065846.0,221112.0
Europe,2020-09-17,60.226696,0.5892649,0.0,4087968.0,221429.0
Europe,2020-09-18,61.378292,0.5997705,0.0,4113182.0,221717.0
Europe,2020-09-19,62.23058,0.61562425,0.0,4137583.0,222043.0
Europe,2020-09-20,69.121445,0.73748845,0.0,4375963.0,224196.0
Europe,2020-09-21,70.05911,0.74149966,0.0,4396847.0,224402.0
Europe,2020-09-22,71.09668,0.74971306,0.0,4417354.0,224718.0
Europe,2020-09-23,71.93922,0.7506681,0.0,4442472.0,225042.0
Europe,2020-09-24,73.062355,0.7600276,0.0,4470474.0,225408.0
Europe,2020-09-25,73.96679,0.76862305,0.0,4500423.0,225741.0
Europe,2020-09-26,75.3539,0.7758814,0.0,4532086.0,226105.0
Europe,2020-09-27,75.87822,0.827263,0.0,4773211.0,228527.0
Europe,2020-09-28,76.84645,0.8335663,0.0,4799164.0,228766.0
Europe,2020-09-29,77.86663,0.84177977,0.0,4825012.0,229125.0
Europe,2020-09-30,79.54332,0.8618358,0.0,4858908.0,229554.0
Europe,2020-10-01,81.4643,0.86603796,0.0,4896967.0,229942.0
Europe,2020-10-02,83.97875,0.8878131,0.0,4940080.0,230389.0
Europe,2020-10-03,86.57591,0.9040489,0.0,4985340.0,230838.0
Europe,2020-10-04,92.16543,0.9391947,0.0,5255728.0,233444.0
Europe,2020-10-05,94.47493,0.9688012,0.0,5293772.0,233838.0
Europe,2020-10-06,97.09138,0.98752016,0.0,5333318.0,234295.0
Europe,2020-10-07,100.66804,1.0155985,0.0,5385939.0,234871.0
Europe,2020-10-08,104.63187,1.0599128,0.0,5444750.0,235491.0
Europe,2020-10-09,108.88527,1.082834,0.0,5510131.0,236058.0
Europe,2020-10-10,113.82326,1.1114855,0.0,5581243.0,236657.0
Europe,2020-10-11,135.6335,1.2427092,0.0,5965815.0,239950.0
Europe,2020-10-12,138.57085,1.2564619,0.0,6019237.0,240416.0
Europe,2020-10-13,141.2024,1.3030682,0.0,6072560.0,241117.0
Europe,2020-10-14,145.90143,1.3311466,0.0,6149782.0,241840.0
Europe,2020-10-15,151.28313,1.3724047,0.0,6236768.0,242676.0
Europe,2020-10-16,156.50723,1.4203482,0.0,6329499.0,243494.0
Europe,2020-10-17,161.07753,1.4795611,0.0,6424538.0,244403.0
Europe,2020-10-18,187.01932,1.67229,0.0,6944924.0,248705.0
Europe,2020-10-19,192.04364,1.7280648,0.0,7024650.0,249463.0
Europe,2020-10-20,196.43648,1.7637836,0.0,7100971.0,250351.0
Europe,2020-10-21,202.95468,1.831019,0.0,7212318.0,251426.0
Europe,2020-10-22,210.809,1.8934792,0.0,7340424.0,252589.0
Europe,2020-10-23,218.25858,1.9834447,0.0,7472156.0,253878.0
Europe,2020-10-24,226.30887,2.0424666,0.0,7609341.0,255096.0
Europe,2020-10-25,273.23212,2.5144517,0.0,8375386.0,261869.0
Europe,2020-10-26,278.93298,2.595631,0.0,8484958.0,263052.0
Europe,2020-10-27,283.76266,2.676619,0.0,8586564.0,264364.0
Europe,2020-10-28,291.3916,2.7793822,0.0,8737851.0,265977.0
Europe,2020-10-29,297.39542,2.895325,0.0,8897389.0,267747.0
Europe,2020-10-30,303.20822,3.0011444,0.0,9059553.0,269590.0
Europe,2020-10-31,309.27182,3.1117392,0.0,9228483.0,271387.0
Europe,2020-11-01,342.49777,3.8811262,0.0,10168477.0,282188.0
Europe,2020-11-02,345.71915,3.9846535,0.0,10294914.0,283913.0
Europe,2020-11-03,349.3741,4.0885625,0.0,10415655.0,285769.0
Europe,2020-11-04,353.32706,4.2192135,0.0,10587637.0,288066.0
Europe,2020-11-05,356.902,4.3221674,0.0,10765891.0,290375.0
Europe,2020-11-06,360.64752,4.44365,0.0,10947664.0,292854.0
Europe,2020-11-07,363.47867,4.610783,0.0,11131416.0,295526.0
Europe,2020-11-08,362.64758,5.319238,0.0,12067059.0,310036.0
Europe,2020-11-09,365.55896,5.393923,0.0,12208738.0,312152.0
Europe,2020-11-10,368.13757,5.489619,0.0,12342979.0,314509.0
Europe,2020-11-11,368.93658,5.607854,0.0,12519144.0,317425.0
Europe,2020-11-12,368.77518,5.744044,0.0,12696553.0,320447.0
Europe,2020-11-13,367.83502,5.7958074,0.0,12873404.0,323197.0
Europe,2020-11-14,367.44785,5.8324814,0.0,13055129.0,326061.0
Europe,2020-11-15,341.0698,6.2591968,0.0,13852674.0,342805.0
Europe,2020-11-16,340.69998,6.3447695,0.0,13992417.0,345369.0
Europe,2020-11-17,340.69522,6.392522,0.0,14126633.0,347976.0
Europe,2020-11-18,337.21082,6.42251,0.0,14284556.0,351049.0
Europe,2020-11-19,334.857,6.4822965,0.0,14449642.0,354384.0
Europe,2020-11-20,333.70007,6.5879245,0.0,14620436.0,357687.0
Europe,2020-11-21,330.20993,6.680755,0.0,14783889.0,361037.0
Europe,2020-11-22,314.0293,7.013112,0.0,15496723.0,379521.0
Europe,2020-11-23,310.6683,7.0429096,0.0,15618870.0,382241.0
Europe,2020-11-24,306.05045,7.1918974,0.0,15728910.0,385628.0
Europe,2020-11-25,302.37848,7.30593,0.0,15867609.0,389298.0
Europe,2020-11-26,299.3361,7.3133793,0.0,16016767.0,392672.0
Europe,2020-11-27,295.94183,7.3529186,0.0,16169791.0,396182.0
Europe,2020-11-28,292.71646,7.3884463,0.0,16316358.0,399718.0
Europe,2020-11-29,274.75867,7.2371664,0.0,16935177.0,417410.0
Europe,2020-11-30,271.01544,7.225133,0.0,17037727.0,420067.0
Europe,2020-12-01,269.6228,7.211571,0.0,17140476.0,423383.0
Europe,2020-12-02,268.05634,7.202212,0.74854606,17270974.0,427004.0
Europe,2020-12-03,266.2001,7.210998,0.7485462,17410414.0,430424.0
Europe,2020-12-04,264.2014,7.250728,0.7485463,17552974.0,434142.0
Europe,2020-12-05,263.50513,7.24538,0.7485465,17695896.0,437650.0
Europe,2020-12-06,259.68304,7.246144,0.7485466,18294705.0,455346.0
Europe,2020-12-07,259.43796,7.2232227,0.7485468,18395972.0,457883.0
Europe,2020-12-08,259.68207,7.1487293,0.74854696,18499999.0,460809.0
Europe,2020-12-09,260.51373,7.109381,0.74854714,18634851.0,464224.0
Europe,2020-12-10,261.14005,7.0503592,0.7485473,18777570.0,467335.0
Europe,2020-12-11,261.4982,7.027247,0.74854785,18922005.0,470932.0
Europe,2020-12-12,262.12415,7.0201797,0.74854803,19068204.0,474403.0
Europe,2020-12-13,270.14713,7.213672,0.74854815,19709016.0,493112.0
Europe,2020-12-14,271.43015,7.2205486,0.74854827,19817000.0,495685.0
Europe,2020-12-15,272.67438,7.228762,0.7485483,19927541.0,498654.0
Europe,2020-12-16,275.45242,7.2961884,0.74899805,20076937.0,502422.0
Europe,2020-12-17,277.83392,7.3548284,0.74944824,20232124.0,505840.0
Europe,2020-12-18,280.41733,7.310323,0.7498996,20390084.0,509204.0
Europe,2020-12-19,281.45184,7.3168178,0.75034964,20541699.0,512709.0
Europe,2020-12-20,291.62692,7.324076,0.7507999,21235781.0,531456.0
Europe,2020-12-21,291.78452,7.3267503,0.75125134,21344590.0,534043.0
Europe,2020-12-22,294.16125,7.307458,0.7517033,21467574.0,536911.0
Europe,2020-12-23,295.82608,7.2385035,0.7608555,21625686.0,540318.0
Europe,2020-12-24,298.94852,7.244807,0.7699853,21797220.0,543769.0
Europe,2020-12-25,296.80884,7.167448,0.7790785,21943978.0,546728.0
Europe,2020-12-26,290.48468,7.011966,0.78832614,22062484.0,549419.0
Europe,2020-12-27,263.57526,6.5281386,0.79762655,22615686.0,565633.0
Europe,2020-12-28,263.48355,6.52088,0.81089866,22724015.0,568182.0
Europe,2020-12-29,266.1552,6.5657673,0.8302684,22860986.0,571285.0
Europe,2020-12-30,266.17258,6.607599,0.8559013,23019189.0,574911.0
Europe,2020-12-31,273.62924,6.6307106,0.8791447,23229761.0,578483.0
Europe,2021-01-01,282.28998,6.7183843,0.89497894,23421861.0,581901.0
Europe,2021-01-02,286.61044,6.7233505,0.9207319,23562986.0,584618.0
Europe,2021-01-03,293.27972,6.76862,0.93574035,24151104.0,601069.0
Europe,2021-01-04,298.35373,6.8041477,0.96999013,24285997.0,603804.0
Europe,2021-01-05,301.10236,6.76862,1.0179482,24437358.0,606721.0
Europe,2021-01-06,308.56567,6.758878,1.0614561,24634634.0,610296.0
Europe,2021-01-07,303.97513,6.690879,1.1123033,24821173.0,613512.0
Europe,2021-01-08,299.68277,6.655733,1.1682372,24990801.0,616746.0
Europe,2021-01-09,303.4384,6.813316,1.2097352,25151588.0,620288.0
Europe,2021-01-10,336.87045,6.9653597,1.2419083,25914734.0,637535.0
Europe,2021-01-11,333.36407,6.984843,1.3203701,26031270.0,640372.0
Europe,2021-01-12,327.20267,7.089707,1.419222,26150374.0,643838.0
Europe,2021-01-13,318.55853,7.152931,1.538295,26302395.0,647744.0
Europe,2021-01-14,311.43445,7.2547393,1.6682295,26451637.0,651493.0
Europe,2021-01-15,305.27188,7.3510084,1.7969944,26589002.0,655231.0
Europe,2021-01-16,299.491,7.3714466,1.893035,26719524.0,658880.0
Europe,2021-01-17,302.33627,7.501142,1.9652746,27497566.0,676806.0
