country,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,total_vaccinations_per_hundred,total_cases,total_deaths
Europe,2023-02-02,55.351555,0.5552652,185.10258,244278255.0,2031659.0
Europe,2023-02-03,56.423885,0.55201805,185.13591,244307490.0,2031887.0
Europe,2023-02-04,57.317238,0.55411917,185.16536,244333217.0,2032106.0
Europe,2023-02-05,58.94254,0.5269958,185.19351,244499264.0,2033330.0
Europe,2023-02-06,59.604576,0.51897335,185.22316,244519283.0,2033535.0
Europe,2023-02-07,60.209503,0.5143891,185.2448,244538369.0,2033734.0
Europe,2023-02-08,60.860275,0.5015915,185.26584,244569353.0,2033956.0
Europe,2023-02-09,61.5502,0.47752425,185.28668,244600491.0,2034159.0
Europe,2023-02-10,61.885426,0.47179395,185.30711,244631481.0,2034357.0
Europe,2023-02-11,62.59235,0.46911982,185.32474,244660909.0,2034562.0
Europe,2023-02-12,63.496017,0.46587268,185.34148,244831687.0,2035769.0
Europe,2023-02-13,64.13151,0.45899633,185.35995,244855033.0,2035938.0
Europe,2023-02-14,64.951324,0.45594016,185.37354,244878411.0,2036121.0
Europe,2023-02-15,66.17932,0.45364803,185.38684,244915824.0,2036331.0
Europe,2023-02-16,67.34715,0.4607154,185.4001,244953076.0,2036571.0
Europe,2023-02-17,68.472206,0.46988386,185.41089,244989956.0,2036817.0
Europe,2023-02-18,69.69447,0.47523212,185.4197,245025783.0,2037050.0
Europe,2023-02-19,74.421394,0.5080858,185.42772,245221308.0,2038429.0
Europe,2023-02-20,75.01887,0.5132431,185.43726,245247782.0,2038625.0
Europe,2023-02-21,75.79552,0.5143891,185.4475,245275226.0,2038814.0
Europe,2023-02-22,76.25127,0.5178273,185.4576,245315025.0,2039042.0
Europe,2023-02-23,76.59374,0.50693977,185.46782,245354070.0,2039225.0
Europe,2023-02-24,76.91082,0.5027375,185.47784,245392610.0,2039449.0
Europe,2023-02-25,76.241905,0.50254655,185.48589,245424935.0,2039681.0
Europe,2023-02-26,80.44775,0.49738926,185.49336,245642479.0,2041033.0
Europe,2023-02-27,80.12112,0.5004454,185.50269,245667243.0,2041245.0
Europe,2023-02-28,79.79851,0.5050297,185.51271,245692998.0,2041458.0
Europe,2023-03-01,79.64245,0.50331056,185.5222,245731980.0,2041677.0
Europe,2023-03-02,79.71924,0.511333,185.53204,245771427.0,2041902.0
Europe,2023-03-03,79.68447,0.51668125,185.54512,245809785.0,2042154.0
Europe,2023-03-04,80.11768,0.52088344,185.55663,245844378.0,2042408.0
Europe,2023-03-05,75.68148,0.5078948,185.56996,246038697.0,2043692.0
Europe,2023-03-06,75.797424,0.51458013,185.58472,246064068.0,2043939.0
Europe,2023-03-07,76.07935,0.5178273,185.60008,246091299.0,2044169.0
Europe,2023-03-08,76.24897,0.52088344,185.6151,246131169.0,2044404.0
Europe,2023-03-09,75.771255,0.5239396,185.63039,246168115.0,2044645.0
Europe,2023-03-10,75.0311,0.5216475,185.6458,246202598.0,2044885.0
Europe,2023-03-11,74.88707,0.5178273,185.65987,246236437.0,2045119.0
Europe,2023-03-12,68.86034,0.52298456,185.67358,246399204.0,2046430.0
Europe,2023-03-13,68.850784,0.5250857,185.68578,246424525.0,2046688.0
Europe,2023-03-14,68.79749,0.53196204,185.69849,246451477.0,2046954.0
Europe,2023-03-15,68.62921,0.53673726,185.71106,246490466.0,2047214.0
Europe,2023-03-16,68.63991,0.5394114,185.72385,246527468.0,2047469.0
Europe,2023-03-17,68.874275,0.5380743,185.73654,246563178.0,2047702.0
Europe,2023-03-18,68.67983,0.5411305,185.74825,246595999.0,2047952.0
Europe,2023-03-19,69.7852,0.5787594,185.75957,246764553.0,2049460.0
Europe,2023-03-20,69.41426,0.57990545,185.78369,246787932.0,2049724.0
Europe,2023-03-21,68.93884,0.570928,185.79985,246812395.0,2049943.0
Europe,2023-03-22,68.180916,0.57322013,185.81624,246847416.0,2050215.0
Europe,2023-03-23,67.6459,0.57589424,185.8322,246881617.0,2050484.0
Europe,2023-03-24,66.98462,0.5789504,185.84186,246913865.0,2050733.0
Europe,2023-03-25,66.47883,0.5770403,185.85056,246944038.0,2050973.0
Europe,2023-03-26,66.13214,0.5550742,185.85892,247110777.0,2052366.0
Europe,2023-03-27,65.87103,0.5651977,185.86804,247132789.0,2052683.0
Europe,2023-03-28,65.12132,0.56252354,185.87715,247153327.0,2052888.0
Europe,2023-03-29,64.033905,0.55755734,185.8868,247182655.0,2053134.0
Europe,2023-03-30,62.562363,0.5545012,185.89665,247209152.0,2053387.0
Europe,2023-03-31,61.447056,0.551254,185.90604,247235561.0,2053619.0
Europe,2023-04-01,60.10999,0.5529731,185.91411,247258734.0,2053868.0
Europe,2023-04-02,56.971317,0.5250857,185.92186,247409041.0,2055115.0
Europe,2023-04-03,56.344425,0.51897335,185.93016,247427771.0,2055400.0
Europe,2023-04-04,55.490036,0.51668125,185.93744,247443836.0,2055593.0
Europe,2023-04-05,54.203968,0.511715,185.94463,247466431.0,2055813.0
Europe,2023-04-06,53.192,0.50713074,185.95193,247487630.0,2056042.0
Europe,2023-04-07,52.080513,0.49738926,185.9589,247508220.0,2056223.0
Europe,2023-04-08,51.21352,0.4907039,185.96597,247526854.0,2056437.0
Europe,2023-04-09,47.071476,0.4586143,185.97289,247655476.0,2057516.0
Europe,2023-04-10,46.562244,0.45555815,185.97983,247671540.0,2057785.0
Europe,2023-04-11,45.58867,0.44753572,185.98735,247682508.0,2057936.0
Europe,2023-04-12,44.256184,0.44237846,185.99492,247698127.0,2058129.0
Europe,2023-04-13,44.532192,0.4372212,186.0025,247720771.0,2058331.0
Europe,2023-04-14,44.528755,0.44046837,186.01013,247741343.0,2058529.0
Europe,2023-04-15,44.508316,0.44447958,186.0174,247759870.0,2058764.0
Europe,2023-04-16,43.766815,0.43225494,186.0245,247884610.0,2059779.0
Europe,2023-04-17,43.643234,0.43607515,186.0321,247900027.0,2060068.0
Europe,2023-04-18,43.876266,0.43989533,186.03984,247912215.0,2060239.0
Europe,2023-04-19,44.464,0.4353111,186.04753,247930911.0,2060408.0
Europe,2023-04-20,43.584023,0.44008636,186.05518,247948948.0,2060635.0
Europe,2023-04-21,43.202576,0.44218746,186.06288,247967523.0,2060844.0
Europe,2023-04-22,42.652084,0.42843476,186.07022,247983168.0,2061007.0
Europe,2023-04-23,40.77408,0.4494458,186.07742,248098076.0,2062132.0
Europe,2023-04-24,40.623753,0.45231098,186.08488,248112706.0,2062436.0
Europe,2023-04-25,40.31298,0.45231098,186.09222,248123267.0,2062607.0
Europe,2023-04-26,39.754658,0.44734472,186.09961,248139040.0,2062750.0
Europe,2023-04-27,38.848698,0.4349291,186.10715,248152334.0,2062912.0
Europe,2023-04-28,38.44242,0.4274797,186.11456,248168782.0,2063082.0
Europe,2023-04-29,38.134705,0.42499658,186.12141,248182816.0,2063232.0
Europe,2023-04-30,34.716206,0.39500806,186.1294,248279827.0,2064200.0
Europe,2023-05-01,34.297512,0.39023283,186.13771,248292265.0,2064479.0
Europe,2023-05-02,33.676155,0.37762618,186.14558,248299573.0,2064584.0
Europe,2023-05-03,32.219517,0.3757161,186.15343,248307720.0,2064717.0
Europe,2023-05-04,32.309483,0.37705314,186.16127,248321485.0,2064886.0
Europe,2023-05-05,31.956495,0.374379,186.16908,248336085.0,2065042.0
Europe,2023-05-06,31.447264,0.3757161,186.17662,248347453.0,2065199.0
Europe,2023-05-07,28.100775,0.35948026,186.18341,248426944.0,2066082.0
Europe,2023-05-08,27.591925,0.35699713,186.1903,248436718.0,2066348.0
Europe,2023-05-09,27.425173,0.3617724,186.19713,248443153.0,2066478.0
Europe,2023-05-10,27.750462,0.3606263,186.20396,248453003.0,2066605.0
Europe,2023-05-11,26.835335,0.35088482,186.21082,248461977.0,2066723.0
Europe,2023-05-12,25.696917,0.34439048,186.21765,248470617.0,2066845.0
Europe,2023-05-13,25.058945,0.33961526,186.22426,248478645.0,2066977.0
Europe,2023-05-14,22.755558,0.30064926,186.2308,248546077.0,2067656.0
Europe,2023-05-15,22.300955,0.28880668,186.23445,248553471.0,2067860.0
Europe,2023-05-16,21.654388,0.28097528,186.23827,248556521.0,2067949.0
Europe,2023-05-17,20.829226,0.27448094,186.24205,248562051.0,2068042.0
Europe,2023-05-18,20.176737,0.27295285,186.24568,248567609.0,2068152.0
Europe,2023-05-19,19.412125,0.2658855,186.24948,248572246.0,2068237.0
Europe,2023-05-20,18.643692,0.2584361,186.25305,248576251.0,2068330.0
Europe,2023-05-21,16.561878,0.24105424,186.25658,248632784.0,2068918.0
Europe,2023-05-22,19.323305,0.26664954,186.26039,248654635.0,2069256.0
Europe,2023-05-23,19.291407,0.2639754,186.2642,248657518.0,2069331.0
Europe,2023-05-24,19.368958,0.2616833,186.2685,248663454.0,2069412.0
Europe,2023-05-25,19.280901,0.255953,186.28098,248668551.0,2069492.0
Europe,2023-05-26,19.284912,0.25480694,186.29338,248673209.0,2069571.0
Europe,2023-05-27,19.311653,0.25041372,186.30511,248677354.0,2069641.0
Europe,2023-05-28,19.782494,0.2462115,186.31718,248736352.0,2070207.0
Europe,2023-05-29,18.543604,0.23570597,186.32892,248751717.0,2070490.0
Europe,2023-05-30,18.410278,0.22959366,186.34077,248753902.0,2070533.0
Europe,2023-05-31,18.095304,0.22730154,186.35254,248758189.0,2070602.0
Europe,2023-06-01,17.905058,0.22691953,186.36424,248762290.0,2070680.0
Europe,2023-06-02,17.714048,0.2225263,186.3759,248765948.0,2070736.0
Europe,2023-06-03,17.471275,0.2244364,186.3874,248768822.0,2070816.0
Europe,2023-06-04,14.3201885,0.20724553,186.39886,248811323.0,2071292.0
Europe,2023-06-05,14.549782,0.20896462,186.41066,248827890.0,2071584.0
Europe,2023-06-06,14.491715,0.20934664,186.42245,248829771.0,2071629.0
Europe,2023-06-07,14.435558,0.2087736,186.43414,248833764.0,2071695.0
Europe,2023-06-08,14.250278,0.20323431,186.44582,248836895.0,2071744.0
Europe,2023-06-09,14.092314,0.20514442,186.4575,248839726.0,2071810.0
Europe,2023-06-10,13.996618,0.19922312,186.46902,248842099.0,2071859.0
Europe,2023-06-11,12.553349,0.18890859,186.48051,248877044.0,2072281.0
Europe,2023-06-12,10.702465,0.16808854,186.49237,248883921.0,2072464.0
Europe,2023-06-13,10.624342,0.16789752,186.50398,248885393.0,2072508.0
Europe,2023-06-14,10.42168,0.16465037,186.51556,248888325.0,2072557.0
Europe,2023-06-15,10.276322,0.16617844,186.52716,248890695.0,2072614.0
Europe,2023-06-16,10.126188,0.16407733,186.53877,248892740.0,2072669.0
Europe,2023-06-17,10.008908,0.16388632,186.55019,248894499.0,2072717.0
Europe,2023-06-18,8.455426,0.14440334,186.5616,248921311.0,2073037.0
Europe,2023-06-19,8.756457,0.14593141,186.5731,248929764.0,2073228.0
Europe,2023-06-20,8.6596155,0.14325728,186.58472,248930729.0,2073258.0
Europe,2023-06-21,8.519415,0.14134718,186.59634,248932927.0,2073297.0
Europe,2023-06-22,8.384562,0.13695395,186.60797,248934591.0,2073331.0
Europe,2023-06-23,8.388191,0.13217871,186.61954,248936655.0,2073361.0
Europe,2023-06-24,8.319045,0.1296956,186.63095,248938052.0,2073396.0
Europe,2023-06-25,7.189414,0.11670693,186.64236,248958950.0,2073648.0
Europe,2023-06-26,6.975292,0.11441481,186.65395,248966282.0,2073827.0
Europe,2023-06-27,7.009674,0.11708894,186.6655,248967427.0,2073871.0
Europe,2023-06-28,6.885709,0.11556087,186.677,248968976.0,2073902.0
Europe,2023-06-29,6.817518,0.11479683,186.68849,248970283.0,2073932.0
Europe,2023-06-30,6.717047,0.11174068,186.7,248971821.0,2073946.0
Europe,2023-07-01,6.658216,0.11002159,186.71135,248972910.0,2073972.0
Europe,2023-07-02,4.310707,0.087100424,186.72269,248981518.0,2074104.0
Europe,2023-07-03,3.9861815,0.07831398,186.73409,248987151.0,2074237.0
Europe,2023-07-04,3.9284966,0.07926903,186.74553,248987994.0,2074286.0
Europe,2023-07-05,3.8767328,0.0767859,186.75801,248989272.0,2074304.0
Europe,2023-07-06,3.8354747,0.07392076,186.77052,248990363.0,2074319.0
Europe,2023-07-07,3.7882955,0.0748758,186.78299,248991654.0,2074338.0
Europe,2023-07-08,3.7648013,0.073729746,186.79538,248992620.0,2074358.0
Europe,2023-07-09,3.0796494,0.06570734,186.80774,248997641.0,2074448.0
Europe,2023-07-10,2.9990432,0.060741086,186.82018,249002852.0,2074555.0
Europe,2023-07-11,3.0177622,0.055392813,186.83542,249003793.0,2074576.0
Europe,2023-07-12,3.0425935,0.05749392,186.8507,249005201.0,2074605.0
Europe,2023-07-13,3.0657058,0.05730291,186.86595,249006413.0,2074619.0
Europe,2023-07-14,3.072009,0.05692089,186.88121,249007737.0,2074636.0
Europe,2023-07-15,3.1021886,0.059404016,186.89644,249008861.0,2074669.0
Europe,2023-07-16,3.1466937,0.055583823,186.9117,249014115.0,2074739.0
Europe,2023-07-17,3.0129871,0.0511906,186.92699,249018626.0,2074823.0
Europe,2023-07-18,3.0156612,0.054055747,186.94226,249019581.0,2074859.0
Europe,2023-07-19,3.033616,0.052718677,186.9575,249021083.0,2074881.0
Europe,2023-07-20,3.0580654,0.054246753,186.97273,249022423.0,2074903.0
Europe,2023-07-21,3.0855708,0.054437764,186.98813,249023891.0,2074921.0
Europe,2023-07-22,3.11002,0.050617572,187.00334,249025143.0,2074934.0
Europe,2023-07-23,3.2794456,0.051763628,187.01855,249031284.0,2075010.0
Europe,2023-07-24,2.6691697,0.042786174,187.03386,249032600.0,2075047.0
Europe,2023-07-25,3.307715,0.048707474,187.04909,249036898.0,2075114.0
Europe,2023-07-26,3.3741863,0.047752425,187.06432,249038748.0,2075131.0
Europe,2023-07-27,3.445815,0.046797376,187.07956,249040463.0,2075148.0
Europe,2023-07-28,3.5113313,0.048325453,187.0948,249042274.0,2075174.0
Europe,2023-07-29,3.5772297,0.049280502,187.11002,249043871.0,2075192.0
Europe,2023-07-30,3.9111147,0.053482715,187.12523,249051760.0,2075290.0
Europe,2023-07-31,4.0190353,0.05329171,187.14046,249053641.0,2075326.0
Europe,2023-08-01,4.070417,0.053100698,187.1557,249058208.0,2075392.0
Europe,2023-08-02,4.2073708,0.055201802,187.17094,249060775.0,2075420.0
Europe,2023-08-03,4.333055,0.058639977,187.1862,249063148.0,2075455.0
Europe,2023-08-04,4.468099,0.059786037,187.20145,249065666.0,2075487.0
Europe,2023-08-05,4.5956936,0.060932096,187.21667,249067931.0,2075511.0
Europe,2023-08-06,4.9763756,0.062460173,187.2319,249077813.0,2075617.0
Europe,2023-08-07,5.001207,0.06341522,187.24715,249079824.0,2075658.0
Europe,2023-08-08,5.101296,0.06723542,187.26244,249084915.0,2075744.0
Europe,2023-08-09,5.1328125,0.06952753,187.27773,249087647.0,2075784.0
Europe,2023-08-10,5.1628013,0.06742643,187.29301,249090177.0,2075808.0
Europe,2023-08-11,5.2097898,0.06723542,187.3083,249092941.0,2075839.0
Europe,2023-08-12,5.260025,0.073347725,187.32358,249095469.0,2075895.0
Europe,2023-08-13,5.687123,0.07220167,187.33885,249107587.0,2075995.0
Europe,2023-08-14,5.8320994,0.07525782,187.35364,249110357.0,2076052.0
Europe,2023-08-15,5.9298964,0.07506681,187.36847,249115960.0,2076137.0
Europe,2023-08-16,6.006682,0.0748758,187.3833,249119094.0,2076176.0
Europe,2023-08-17,5.9700084,0.07735893,187.39815,249121432.0,2076213.0
Europe,2023-08-18,6.1176586,0.080224074,187.413,249124969.0,2076259.0
Europe,2023-08-19,6.2704663,0.07850499,187.42783,249128297.0,2076306.0
Europe,2023-08-20,6.8285966,0.08557235,187.44266,249143337.0,2076443.0
Europe,2023-08-21,7.03164,0.08996557,187.4575,249147170.0,2076523.0
Europe,2023-08-22,7.2358294,0.08977456,187.47234,249153842.0,2076607.0
Europe,2023-08-23,7.577928,0.091493644,187.48717,249158767.0,2076655.0
Europe,2023-08-24,7.975037,0.09340374,187.50198,249163184.0,2076702.0
Europe,2023-08-25,8.042463,0.092257686,187.51682,249167074.0,2076742.0
Europe,2023-08-26,8.217428,0.09359475,187.53163,249171318.0,2076796.0
Europe,2023-08-27,9.065702,0.10066211,187.54645,249190799.0,2076970.0
Europe,2023-08-28,9.143826,0.09779697,187.56126,249195041.0,2077035.0
Europe,2023-08-29,9.407037,0.09607788,187.57608,249203091.0,2077110.0
Europe,2023-08-30,9.5999565,0.09588687,187.59093,249209026.0,2077157.0
Europe,2023-08-31,9.7577305,0.09760596,187.60576,249214269.0,2077213.0
Europe,2023-09-01,10.062009,0.101235144,187.62059,249219752.0,2077272.0
Europe,2023-09-02,10.2371645,0.09989808,187.63539,249224913.0,2077319.0
Europe,2023-09-03,10.881249,0.09607788,187.65019,249247766.0,2077473.0
Europe,2023-09-04,11.167573,0.09817899,187.6651,249253507.0,2077549.0
Europe,2023-09-05,11.72513,0.10295423,187.68,249264476.0,2077649.0
Europe,2023-09-06,12.299497,0.103336245,187.6949,249273418.0,2077698.0
Europe,2023-09-07,12.761168,0.10734745,187.70982,249281078.0,2077775.0
Europe,2023-09-08,13.096007,0.110403605,187.72472,249288314.0,2077850.0
Europe,2023-09-09,13.445173,0.11212269,187.7396,249295303.0,2077906.0
Europe,2023-09-10,14.224684,0.11823501,187.75447,249322237.0,2078092.0
Europe,2023-09-11,14.520367,0.12186419,187.76936,249329526.0,2078187.0
Europe,2023-09-12,15.192147,0.124347314,187.78427,249344012.0,2078300.0
Europe,2023-09-13,15.781221,0.12663943,187.79921,249356038.0,2078361.0
Europe,2023-09-14,16.14223,0.12568438,187.81462,249365588.0,2078433.0
Europe,2023-09-15,16.40124,0.12511136,187.82993,249374180.0,2078505.0
Europe,2023-09-16,16.63217,0.12854953,187.84494,249382378.0,2078579.0
Europe,2023-09-17,17.802868,0.13160568,187.85986,249415441.0,2078781.0
Europe,2023-09-18,17.94345,0.13122366,187.87524,249423466.0,2078874.0
Europe,2023-09-19,18.845972,0.1300776,187.89198,249442677.0,2078981.0
Europe,2023-09-20,18.946634,0.13351578,187.90915,249455230.0,2079060.0
Europe,2023-09-21,19.062386,0.13485286,187.9273,249465386.0,2079139.0
Europe,2023-09-22,19.27135,0.13695395,187.9465,249475072.0,2079222.0
Europe,2023-09-23,19.437529,0.13504386,187.96513,249484140.0,2079286.0
Europe,2023-09-24,20.79389,0.13810001,187.9818,249524304.0,2079504.0
Europe,2023-09-25,21.038572,0.13752699,188.00288,249533610.0,2079594.0
Europe,2023-09-26,22.015015,0.14554939,188.02661,249557933.0,2079743.0
Europe,2023-09-27,22.163239,0.1436393,188.04956,249571262.0,2079812.0
Europe,2023-09-28,22.358831,0.14478536,188.07368,249582442.0,2079897.0
Europe,2023-09-29,22.571234,0.14554939,188.09724,249593240.0,2079984.0
Europe,2023-09-30,22.907984,0.15013362,188.11821,249604071.0,2080072.0
Europe,2023-10-01,22.747536,0.15147069,188.13284,249643395.0,2080297.0
Europe,2023-10-02,22.970636,0.157583,188.1536,249653869.0,2080419.0
Europe,2023-10-03,23.587788,0.15700997,188.17761,249681423.0,2080565.0
Europe,2023-10-04,24.08766,0.16025715,188.20178,249697369.0,2080651.0
Europe,2023-10-05,24.235312,0.15930209,188.22762,249709322.0,2080731.0
Europe,2023-10-06,24.299109,0.16312228,188.25195,249720454.0,2080838.0
Europe,2023-10-07,24.224615,0.16484137,188.27411,249730895.0,2080935.0
Europe,2023-10-08,23.8149,0.17038065,188.28888,249768074.0,2081189.0
Europe,2023-10-09,23.518452,0.1732458,188.31084,249776996.0,2081326.0
Europe,2023-10-10,23.325914,0.17152672,188.33508,249803542.0,2081463.0
Europe,2023-10-11,22.85221,0.17420085,188.35857,249817008.0,2081563.0
Europe,2023-10-12,22.677053,0.17954911,188.38321,249828044.0,2081671.0
Europe,2023-10-13,22.454336,0.18050417,188.406,249838010.0,2081783.0
Europe,2023-10-14,22.098103,0.18184124,188.42693,249846586.0,2081887.0
Europe,2023-10-15,21.523165,0.18814455,188.44196,249880755.0,2082174.0
Europe,2023-10-16,21.486109,0.19521192,188.46358,249889483.0,2082348.0
Europe,2023-10-17,21.608164,0.19673999,188.48819,249916668.0,2082493.0
Europe,2023-10-18,21.18928,0.19731303,188.51218,249927941.0,2082596.0
Europe,2023-10-19,20.687305,0.19673999,188.53726,249936349.0,2082701.0
Europe,2023-10-20,20.318085,0.19960514,188.56024,249944382.0,2082828.0
Europe,2023-10-21,20.14503,0.20323431,188.58124,249952052.0,2082951.0
Europe,2023-10-22,19.22761,0.20208827,188.5965,249981418.0,2083232.0
Europe,2023-10-23,19.1917,0.18909961,188.61713,249989958.0,2083338.0
Europe,2023-10-24,19.72309,0.17859407,188.6398,250019925.0,2083428.0
Europe,2023-10-25,19.714684,0.16541441,188.66156,250031154.0,2083462.0
Europe,2023-10-26,19.83865,0.15586391,188.6842,250040211.0,2083517.0
Europe,2023-10-27,19.859852,0.14134718,188.7052,250048355.0,2083568.0
Europe,2023-10-28,19.91811,0.12644842,188.72365,250056330.0,2083613.0
Europe,2023-10-29,19.09887,0.11193168,188.73914,250081407.0,2083818.0
Europe,2023-10-30,37.64247,0.23895314,188.75795,250187029.0,2084594.0
Europe,2023-10-31,32.163742,0.22176227,188.78575,250188313.0,2084594.0
Europe,2023-11-01,30.194431,0.21526793,188.81122,250189232.0,2084594.0
Europe,2023-11-02,28.587658,0.2049534,188.83865,250189877.0,2084595.0
Europe,2023-11-03,27.123951,0.19521192,188.86559,250190358.0,2084595.0
Europe,2023-11-04,25.766445,0.18661648,188.8897,250191226.0,2084595.0
Europe,2023-11-05,21.045448,0.14803252,188.91307,250191587.0,2084598.0
Europe,2023-11-06,23.690552,0.18184124,188.93945,250311057.0,2085552.0
Europe,2023-11-07,23.700102,0.18222326,188.96648,250312391.0,2085554.0
Europe,2023-11-08,23.66572,0.18298729,188.9927,250313130.0,2085558.0
Europe,2023-11-09,23.660372,0.18279628,189.01962,250313747.0,2085558.0
Europe,2023-11-10,23.670113,0.1831783,189.04587,250314279.0,2085560.0
Europe,2023-11-11,23.610327,0.1831783,189.07059,250314834.0,2085560.0
Europe,2023-11-12,23.555126,0.18298729,189.09502,250314906.0,2085562.0
Europe,2023-11-13,29.376528,0.18566144,189.12184,250464853.0,2086531.0
Europe,2023-11-14,29.415876,0.18566144,189.14749,250466393.0,2086533.0
Europe,2023-11-15,29.424662,0.18547042,189.17267,250467178.0,2086536.0
Europe,2023-11-16,29.43765,0.18566144,189.19855,250467863.0,2086537.0
Europe,2023-11-17,29.46019,0.18547042,189.24411,250468513.0,2086538.0
Europe,2023-11-18,29.479101,0.18585244,189.28784,250469167.0,2086540.0
Europe,2023-11-19,29.482729,0.18547042,189.33113,250469258.0,2086540.0
Europe,2023-11-20,36.05232,0.18547042,189.37643,250653599.0,2087503.0
Europe,2023-11-21,36.075428,0.18527941,189.42017,250655260.0,2087504.0
Europe,2023-11-22,35.925488,0.18470638,189.4635,250655260.0,2087504.0
Europe,2023-11-23,35.794643,0.18451537,189.5072,250655260.0,2087504.0
Europe,2023-11-24,35.67049,0.18432437,189.55054,250655260.0,2087504.0
Europe,2023-11-25,35.545567,0.18394235,189.59189,250655260.0,2087504.0
Europe,2023-11-26,35.528187,0.18394235,189.63303,250655260.0,2087504.0
Europe,2023-11-27,42.358883,0.21106572,189.67567,250875362.0,2088621.0
Europe,2023-11-28,42.04162,0.2108747,189.7175,250875362.0,2088621.0
Europe,2023-11-29,42.04162,0.2108747,189.75916,250875362.0,2088621.0
Europe,2023-11-30,42.04162,0.2108747,189.80118,250875362.0,2088621.0
Europe,2023-12-01,42.04162,0.2108747,189.84251,250875362.0,2088621.0
Europe,2023-12-02,42.04162,0.2108747,189.88252,250875362.0,2088621.0
Europe,2023-12-03,42.04162,0.2108747,189.92241,250875362.0,2088621.0
Europe,2023-12-04,48.14476,0.22940265,189.9634,251127416.0,2089827.0
Europe,2023-12-05,48.14476,0.22940265,190.00412,251127416.0,2089827.0
Europe,2023-12-06,48.14476,0.22940265,190.04442,251127416.0,2089827.0
Europe,2023-12-07,48.14476,0.22940265,190.08516,251127416.0,2089827.0
Europe,2023-12-08,48.14476,0.22940265,190.12555,251127416.0,2089827.0
Europe,2023-12-09,48.14476,0.22940265,190.16472,251127416.0,2089827.0
Europe,2023-12-10,48.14476,0.22940265,190.20377,251127416.0,2089827.0
Europe,2023-12-11,50.735043,0.26645854,190.24374,251393031.0,2091229.0
Europe,2023-12-12,50.735043,0.26645854,190.28325,251393031.0,2091229.0
Europe,2023-12-13,50.735043,0.26645854,190.32236,251393031.0,2091229.0
Europe,2023-12-14,50.735043,0.26645854,190.36156,251393031.0,2091229.0
Europe,2023-12-15,50.735043,0.26645854,190.4005,251393031.0,2091229.0
Europe,2023-12-16,50.735043,0.26645854,190.4383,251393031.0,2091229.0
Europe,2023-12-17,50.735043,0.26645854,190.47601,251393031.0,2091229.0
Europe,2023-12-18,44.845066,0.25557098,190.51457,251627810.0,2092577.0
Europe,2023-12-19,44.845066,0.25557098,190.55284,251627810.0,2092577.0
Europe,2023-12-20,44.845066,0.25557098,190.59073,251627810.0,2092577.0
Europe,2023-12-21,44.845066,0.25557098,190.62897,251627810.0,2092577.0
Europe,2023-12-22,44.845066,0.25557098,190.66682,251627810.0,2092577.0
Europe,2023-12-23,44.845066,0.25557098,190.70395,251627810.0,2092577.0
Europe,2023-12-24,44.845066,0.25557098,190.70447,251627810.0,2092577.0
Europe,2023-12-25,31.594341,0.236279,190.70497,251793217.0,2093822.0
Europe,2023-12-26,31.594341,0.236279,190.70555,251793217.0,2093822.0
Europe,2023-12-27,31.594341,0.236279,190.70639,251793217.0,2093822.0
Europe,2023-12-28,31.594341,0.236279,190.70749,251793217.0,2093822.0
Europe,2023-12-29,31.594341,0.236279,190.70831,251793217.0,2093822.0
Europe,2023-12-30,31.594341,0.236279,190.70863,251793217.0,2093822.0
Europe,2023-12-31,31.594341,0.236279,190.70892,251793217.0,2093822.0
Europe,2024-01-01,22.58556,0.2303577,190.7092,251911460.0,2095035.0
Europe,2024-01-02,22.58556,0.2303577,190.71066,251911460.0,2095035.0
Europe,2024-01-03,22.58556,0.2303577,190.71173,251911460.0,2095035.0
Europe,2024-01-04,22.58556,0.2303577,190.71342,251911460.0,2095035.0
Europe,2024-01-05,22.58556,0.2303577,190.71477,251911460.0,2095035.0
Europe,2024-01-06,22.58556,0.2303577,190.71526,251911460.0,2095035.0
Europe,2024-01-07,22.58556,0.2303577,190.71567,251911460.0,2095035.0
Europe,2024-01-08,16.336105,0.18394235,190.71681,251996985.0,2096009.0
Europe,2024-01-09,16.336105,0.18394235,190.7186,251996985.0,2096009.0
Europe,2024-01-10,16.336105,0.18394235,190.71973,251996985.0,2096009.0
Europe,2024-01-11,16.336105,0.18394235,190.7214,251996985.0,2096009.0
Europe,2024-01-12,16.336105,0.18394235,190.72269,251996985.0,2096009.0
Europe,2024-01-13,16.336105,0.18394235,190.723,251996985.0,2096009.0
Europe,2024-01-14,16.336105,0.18394235,190.72325,251996985.0,2096009.0
Europe,2024-01-15,12.801088,0.14306627,190.72447,252064003.0,2096766.0
Europe,2024-01-16,12.801088,0.14306627,190.72606,252064003.0,2096766.0
Europe,2024-01-17,12.801088,0.14306627,190.72765,252064003.0,2096766.0
Europe,2024-01-18,12.801088,0.14306627,190.72923,252064003.0,2096766.0
Europe,2024-01-19,12.801088,0.14306627,190.73044,252064003.0,2096766.0
Europe,2024-01-20,12.801088,0.14306627,190.73073,252064003.0,2096766.0
Europe,2024-01-21,12.801088,0.14306627,190.7309,252064003.0,2096766.0
Europe,2024-01-22,10.825475,0.103718266,190.73187,252120678.0,2097317.0
Europe,2024-01-23,10.825475,0.103718266,190.73343,252120678.0,2097317.0
